ID,Name,Sex,Age,LastPrimary,Latitude,Longitude,Education,HHIncome,ReligiousAffil,Support24,TopIssue,RRPetition
901,Voter 901,M,77,NR,41.02858,-73.56134,NR,100k-200k,Protestant,R,NR,NR
902,Voter 902,M,78,NR,41.04805,-73.56712,Some College,50k-100k,Catholic,R,NR,NR
903,Voter 903,F,86,NR,41.02145,-73.64061,Some College,50k-100k,Protestant,R,NR,NS
904,Voter 904,F,92,NR,41.01516,-73.56506,Some College,100k-200k,Protestant,R,NR,NS
905,Voter 905,F,96,NR,41.03483,-73.66143,Some College,100k-200k,Protestant,R,NR,NS
906,Voter 906,M,97,NR,41.00383,-73.65749,Some College,100k-200k,Protestant,R,RFree,NS
907,Voter 907,M,34,NR,41.06007,-73.60685,Some College,100k-200k,Protestant,D,NR,NS
908,Voter 908,F,35,D,41.03353,-73.62171,Some College,100k-200k,Protestant,D,NR,NS
909,Voter 909,F,36,NR,41.03334,-73.62785,NR,50k-100k,None,R,Education,NS
910,Voter 910,M,37,NR,41.02718,-73.66459,Some College,100k-200k,Protestant,R,NR,NS
911,Voter 911,M,37,NR,41.06105,-73.59304,Some College,100k-200k,Protestant,R,NR,NS
912,Voter 912,M,38,NR,41.02758,-73.57462,Some College,100k-200k,NR,R,NR,NS
913,Voter 913,F,39,NR,41.04055,-73.56806,Some College,100k-200k,Protestant,D,Womens,Signed
914,Voter 914,F,40,NR,41.07806,-73.60276,Some College,100k-200k,Protestant,D,NR,NS
915,Voter 915,M,43,NR,41.02257,-73.57745,Some College,100k-200k,NR,D,Economy,NS
916,Voter 916,M,43,NR,41.01865,-73.64181,NR,100k-200k,Protestant,R,Economy,NR
917,Voter 917,F,44,NR,41.04392,-73.60328,NR,100k-200k,Protestant,R,Economy,NR
918,Voter 918,M,44,NR,41.02929,-73.56431,Some College,100k-200k,Protestant,R,Economy,NS
919,Voter 919,F,46,NR,41.02832,-73.58275,Some College,100k-200k,NR,R,NR,Signed
920,Voter 920,M,50,NR,41.02895,-73.66157,Some College,100k-200k,Protestant,R,NR,NR
921,Voter 921,F,51,NR,41.05441,-73.56803,Some College,100k-200k,Protestant,R,NR,NS
922,Voter 922,F,51,NR,41.05997,-73.58198,Some College,100k-200k,Protestant,R,NR,NS
923,Voter 923,M,51,NR,41.08903,-73.65623,NR,100k-200k,Protestant,R,NR,NS
924,Voter 924,M,52,NR,41.06092,-73.67759,NR,100k-200k,Protestant,R,NR,NS
925,Voter 925,M,53,NR,41.03886,-73.62336,Some College,100k-200k,Protestant,R,NR,NS
926,Voter 926,F,55,NR,41.03532,-73.56373,Some College,100k-200k,Protestant,R,NR,NS
927,Voter 927,F,56,NR,41.04296,-73.62425,Some College,100k-200k,Protestant,R,NR,NS
928,Voter 928,M,58,NR,41.09987,-73.69555,Some College,100k-200k,Protestant,R,NR,NS
929,Voter 929,F,59,NR,41.06403,-73.61966,Some College,100k-200k,Protestant,R,NR,NS
930,Voter 930,F,65,NR,41.01627,-73.59081,Some College,100k-200k,Protestant,R,NR,NS
931,Voter 931,F,65,NR,41.03835,-73.59411,Some College,100k-200k,Protestant,R,NR,NS
932,Voter 932,F,65,NR,41.07441,-73.62071,Some College,100k-200k,Protestant,R,NR,NS
933,Voter 933,M,66,NR,41.00423,-73.65613,Some College,100k-200k,Protestant,R,NR,NS
934,Voter 934,F,67,NR,41.08026,-73.59414,Some College,100k-200k,Protestant,R,NR,NS
935,Voter 935,F,70,NR,41.02676,-73.58404,Some College,100k-200k,Protestant,R,NR,NS
936,Voter 936,F,74,NR,41.02029,-73.63655,Some College,100k-200k,Protestant,R,NR,NS
937,Voter 937,M,75,NR,41.05593,-73.65185,Some College,50k-100k,NR,R,NR,NS
938,Voter 938,F,75,NR,41.02464,-73.56183,Bachelor,100k-200k,Protestant,R,NR,NS
939,Voter 939,F,76,NR,41.05234,-73.56906,Some College,100k-200k,Protestant,R,NR,NS
940,Voter 940,F,78,NR,41.04805,-73.56711,Some College,100k-200k,Protestant,R,NR,NS
941,Voter 941,M,78,NR,41.05562,-73.58616,Some College,100k-200k,Protestant,R,NR,NS
942,Voter 942,F,80,NR,41.07906,-73.64153,Some College,100k-200k,Protestant,R,NR,NR
943,Voter 943,M,84,NR,41.01651,-73.56597,Some College,100k-200k,Protestant,R,NR,NS
944,Voter 944,F,100,NR,41.02529,-73.56244,Bachelor,Over 500k,Protestant,D,NR,NS
945,Voter 945,M,105,NR,41.02886,-73.58842,Some College,100k-200k,Protestant,R,NR,NS
946,Voter 946,M,32,NR,41.03203,-73.66978,NR,100k-200k,Protestant,R,NR,NS
947,Voter 947,M,33,NR,41.08671,-73.60429,Bachelor,100k-200k,Protestant,R,NR,NS
948,Voter 948,M,35,NR,41.03281,-73.62825,Some College,100k-200k,NR,R,Economy,NS
949,Voter 949,F,35,NR,41.02765,-73.61471,Some College,100k-200k,Protestant,R,NR,Signed
950,Voter 950,F,40,NR,41.04805,-73.56712,Some College,100k-200k,Protestant,R,NR,Signed
951,Voter 951,F,42,NR,41.03121,-73.62785,Some College,100k-200k,Catholic,R,NR,NS
952,Voter 952,F,42,NR,41.00762,-73.63637,Some College,100k-200k,NR,R,NR,Signed
953,Voter 953,F,42,NR,41.08333,-73.65774,NR,100k-200k,Protestant,D,Environment,Signed
954,Voter 954,M,43,NR,41.04586,-73.61068,Some College,Over 500k,Protestant,R,Economy,NS
955,Voter 955,M,43,NR,41.04637,-73.67151,NR,100k-200k,Protestant,R,NR,NR
956,Voter 956,F,44,NR,41.05071,-73.60784,Bachelor,100k-200k,Protestant,R,NR,NS
957,Voter 957,F,46,NR,41.01571,-73.65709,Some College,100k-200k,Protestant,R,NR,NS
958,Voter 958,F,48,NR,41.11023,-73.68026,Bachelor,100k-200k,Protestant,R,NR,NS
959,Voter 959,M,50,NR,41.04706,-73.56966,Some College,100k-200k,Protestant,R,NR,NS
960,Voter 960,M,51,NR,41.03532,-73.56373,Some College,100k-200k,NR,R,NR,NR
961,Voter 961,M,51,NR,41.03104,-73.62022,Some College,100k-200k,Protestant,R,NR,NS
962,Voter 962,M,51,NR,41.03833,-73.57651,Bachelor,100k-200k,Protestant,R,NR,NS
963,Voter 963,F,51,NR,41.04221,-73.59982,Some College,100k-200k,Protestant,R,NR,NS
964,Voter 964,M,54,NR,41.03588,-73.61584,Bachelor,100k-200k,Protestant,R,NR,NS
965,Voter 965,F,55,NR,41.09236,-73.63486,Bachelor,100k-200k,Protestant,R,NR,NS
966,Voter 966,M,55,NR,41.02849,-73.60698,Some College,100k-200k,Protestant,R,Economy,NS
967,Voter 967,M,56,NR,41.03532,-73.56373,Some College,100k-200k,Catholic,R,NR,NS
968,Voter 968,M,56,NR,41.03489,-73.66831,Bachelor,100k-200k,NR,R,NR,NS
969,Voter 969,M,56,NR,41.00867,-73.63683,Some College,100k-200k,Protestant,R,NR,NS
970,Voter 970,M,58,NR,41.05427,-73.56938,Some College,100k-200k,Protestant,R,NR,NR
971,Voter 971,M,60,NR,41.02727,-73.62107,Bachelor,100k-200k,Protestant,R,Education,NS
972,Voter 972,M,61,NR,41.03488,-73.60567,Bachelor,100k-200k,Catholic,D,Education,NS
973,Voter 973,F,61,NR,41.03515,-73.62747,Some College,100k-200k,Protestant,R,NR,NS
974,Voter 974,M,65,NR,41.04706,-73.56966,Some College,100k-200k,Catholic,R,NR,NR
975,Voter 975,F,67,NR,41.02768,-73.58835,Some College,100k-200k,Protestant,R,NR,NS
976,Voter 976,F,68,NR,40.99261,-73.65601,Bachelor,100k-200k,Protestant,R,NR,NS
977,Voter 977,F,68,NR,41.04276,-73.59504,Bachelor,100k-200k,Protestant,R,NR,NS
978,Voter 978,F,70,NR,41.02188,-73.65697,Some College,100k-200k,Protestant,R,NR,NS
979,Voter 979,M,71,NR,41.02741,-73.61831,Some College,200k-300k,Protestant,R,NR,NS
980,Voter 980,M,72,NR,41.04202,-73.59351,Bachelor,100k-200k,Protestant,R,NR,NS
981,Voter 981,M,72,NR,41.09521,-73.65229,Bachelor,100k-200k,Protestant,R,NR,NS
982,Voter 982,M,72,NR,41.03436,-73.59621,Some College,100k-200k,Protestant,R,NR,NS
983,Voter 983,F,77,NR,41.02757,-73.55631,Bachelor,100k-200k,Protestant,R,NR,NS
984,Voter 984,M,81,NR,41.03368,-73.62162,Bachelor,100k-200k,Catholic,D,NR,NS
985,Voter 985,F,84,NR,41.05356,-73.56818,Some College,100k-200k,Protestant,R,RFree,NR
986,Voter 986,F,84,NR,41.02618,-73.62679,NR,100k-200k,Protestant,R,NR,NS
987,Voter 987,F,88,NR,41.05474,-73.62689,Some College,100k-200k,Protestant,R,RFree,NS
988,Voter 988,M,88,NR,41.02347,-73.56057,Bachelor,50k-100k,Protestant,R,NR,NS
989,Voter 989,M,94,NR,41.02258,-73.55963,Some College,50k-100k,Protestant,D,NR,NS
990,Voter 990,F,95,NR,41.03012,-73.62184,NR,100k-200k,Catholic,R,Education,NS
991,Voter 991,M,96,NR,41.01834,-73.62863,Bachelor,100k-200k,Catholic,R,NR,NS
992,Voter 992,F,104,NR,41.02729,-73.62091,Some College,100k-200k,Protestant,R,NR,NS
993,Voter 993,F,105,NR,41.03391,-73.62066,Bachelor,100k-200k,Protestant,R,NR,NS
994,Voter 994,F,31,NR,41.03828,-73.66151,Some College,200k-300k,None,D,Economy,Signed
995,Voter 995,M,35,NR,41.02332,-73.62085,Bachelor,100k-200k,Protestant,R,NR,NS
996,Voter 996,F,35,NR,41.02624,-73.61859,Bachelor,100k-200k,Protestant,R,NR,Signed
997,Voter 997,F,36,NR,41.08022,-73.59409,Bachelor,100k-200k,Protestant,D,Womens,Signed
998,Voter 998,F,37,NR,41.03532,-73.56373,Bachelor,100k-200k,Protestant,R,Economy,NS
999,Voter 999,M,39,NR,41.02082,-73.63919,Bachelor,100k-200k,Protestant,R,NR,NR
1000,Voter 1000,M,39,NR,41.02781,-73.56691,Bachelor,100k-200k,Protestant,R,NR,NS
1001,Voter 1001,M,39,NR,41.02731,-73.58666,Bachelor,100k-200k,Protestant,R,Economy,NS
1002,Voter 1002,M,39,NR,41.06417,-73.58385,Bachelor,100k-200k,Protestant,R,NR,NS
1003,Voter 1003,F,39,NR,41.03066,-73.65299,Bachelor,100k-200k,Protestant,R,NR,Signed
1004,Voter 1004,M,40,NR,41.08466,-73.61381,Bachelor,100k-200k,NR,R,NR,NS
1005,Voter 1005,F,44,NR,41.04334,-73.57968,Bachelor,100k-200k,Protestant,R,NR,NS
1006,Voter 1006,M,46,NR,41.04474,-73.57107,NR,100k-200k,Protestant,R,NR,NR
1007,Voter 1007,M,47,NR,41.01365,-73.57133,Bachelor,100k-200k,Catholic,D,NR,NR
1008,Voter 1008,M,47,NR,41.03324,-73.60308,NR,100k-200k,Protestant,R,NR,Signed
1009,Voter 1009,M,48,NR,41.04805,-73.56712,Bachelor,100k-200k,Protestant,R,RFree,NS
1010,Voter 1010,F,49,NR,41.01505,-73.56616,HS,100k-200k,Protestant,D,NR,NS
1011,Voter 1011,M,49,NR,41.02827,-73.56274,Bachelor,100k-200k,Protestant,R,NR,NS
1012,Voter 1012,M,52,NR,41.01395,-73.65489,Bachelor,100k-200k,Protestant,R,NR,NS
1013,Voter 1013,F,53,NR,41.06628,-73.64747,HS,100k-200k,Catholic,R,NR,NS
1014,Voter 1014,F,56,NR,41.02619,-73.56482,Bachelor,100k-200k,Protestant,R,RFree,NS
1015,Voter 1015,F,56,NR,41.03375,-73.59052,NR,100k-200k,Protestant,R,NR,NS
1016,Voter 1016,F,57,NR,41.03486,-73.62595,Bachelor,100k-200k,Protestant,R,NR,NS
1017,Voter 1017,F,57,NR,41.05759,-73.58199,Bachelor,100k-200k,Protestant,R,NR,Signed
1018,Voter 1018,F,59,NR,41.03753,-73.57664,NR,100k-200k,Catholic,D,Economy,NR
1019,Voter 1019,M,59,NR,41.02848,-73.62083,Bachelor,100k-200k,Catholic,R,NR,NS
1020,Voter 1020,M,59,NR,41.02766,-73.57788,Bachelor,100k-200k,Protestant,R,NR,NR
1021,Voter 1021,F,60,NR,41.02294,-73.58239,Bachelor,100k-200k,Catholic,R,Environment,NS
1022,Voter 1022,F,60,NR,41.03403,-73.63369,Bachelor,100k-200k,Protestant,D,NR,NS
1023,Voter 1023,M,61,NR,41.03367,-73.63299,Bachelor,100k-200k,Catholic,D,Environment,NS
1024,Voter 1024,M,61,NR,41.06259,-73.61068,Bachelor,100k-200k,NR,D,NR,NS
1025,Voter 1025,M,61,NR,41.00218,-73.65316,Bachelor,100k-200k,Protestant,R,NR,NS
1026,Voter 1026,F,62,NR,41.07422,-73.60723,HS,100k-200k,Protestant,R,NR,NS
1027,Voter 1027,F,62,NR,41.02933,-73.58255,Bachelor,Over 500k,Protestant,D,NR,NS
1028,Voter 1028,M,63,NR,41.04969,-73.56796,HS,100k-200k,Protestant,R,RFree,NS
1029,Voter 1029,F,64,NR,41.01895,-73.56756,Bachelor,100k-200k,Catholic,D,NR,NS
1030,Voter 1030,F,67,D,41.02948,-73.58262,Bachelor,100k-200k,Protestant,R,NR,NR
1031,Voter 1031,F,68,NR,41.03323,-73.57742,Bachelor,50k-100k,Protestant,R,NR,NS
1032,Voter 1032,M,69,NR,41.04588,-73.57558,Bachelor,100k-200k,Protestant,R,NR,NS
1033,Voter 1033,F,70,NR,41.03436,-73.59621,NR,100k-200k,Protestant,R,NR,NS
1034,Voter 1034,F,71,NR,41.05351,-73.58646,Bachelor,100k-200k,Catholic,D,Environment,NS
1035,Voter 1035,F,72,NR,41.01639,-73.64278,Bachelor,100k-200k,Catholic,R,Education,NR
1036,Voter 1036,F,73,NR,41.00674,-73.62713,Bachelor,100k-200k,Protestant,R,NR,NS
1037,Voter 1037,M,75,NR,41.05849,-73.58254,Some College,50k-100k,Catholic,R,NR,NS
1038,Voter 1038,F,83,NR,41.02683,-73.62729,HS,100k-200k,Protestant,R,NR,NS
1039,Voter 1039,M,84,NR,41.03613,-73.61408,Bachelor,100k-200k,Catholic,R,NR,NS
1040,Voter 1040,M,93,NR,41.02432,-73.57091,Bachelor,100k-200k,Protestant,R,RFree,NR
1041,Voter 1041,M,32,NR,41.04457,-73.62021,HS,100k-200k,Protestant,D,NR,NS
1042,Voter 1042,M,33,NR,41.04309,-73.59898,Bachelor,100k-200k,None,R,NR,NS
1043,Voter 1043,M,33,NR,41.03821,-73.62261,Bachelor,100k-200k,Protestant,D,Womens,Signed
1044,Voter 1044,F,34,NR,41.06089,-73.60761,Bachelor,100k-200k,Protestant,R,NR,NS
1045,Voter 1045,M,35,NR,41.05668,-73.60231,Bachelor,50k-100k,Protestant,R,NR,NR
1046,Voter 1046,M,35,NR,41.02171,-73.56008,NR,100k-200k,Protestant,R,NR,NS
1047,Voter 1047,F,36,NR,41.06042,-73.57422,Bachelor,100k-200k,NR,D,Womens,Signed
1048,Voter 1048,F,37,NR,41.04721,-73.62702,NR,100k-200k,Protestant,R,NR,NS
1049,Voter 1049,F,38,NR,41.01875,-73.61697,Bachelor,100k-200k,Protestant,R,NR,Signed
1050,Voter 1050,M,39,NR,41.02919,-73.63595,Bachelor,100k-200k,Protestant,R,NR,NS
1051,Voter 1051,F,39,NR,41.03436,-73.59621,NR,100k-200k,Protestant,R,Environment,Signed
1052,Voter 1052,M,40,NR,41.04585,-73.59925,Bachelor,200k-300k,Catholic,R,NR,NS
1053,Voter 1053,M,41,NR,41.07346,-73.63536,Bachelor,100k-200k,Protestant,D,Economy,NS
1054,Voter 1054,M,44,NR,41.02483,-73.56413,NR,100k-200k,Protestant,R,NR,NS
1055,Voter 1055,F,45,NR,41.03714,-73.57942,Bachelor,100k-200k,Catholic,D,Environment,Signed
1056,Voter 1056,M,46,NR,41.02411,-73.56057,Bachelor,Over 500k,Protestant,R,Economy,NS
1057,Voter 1057,F,49,NR,41.02687,-73.66457,NR,100k-200k,Catholic,R,NR,NS
1058,Voter 1058,M,51,NR,41.04436,-73.56667,Bachelor,100k-200k,Protestant,D,NR,NS
1059,Voter 1059,F,55,NR,41.02739,-73.60915,Bachelor,100k-200k,Protestant,R,NR,NS
1060,Voter 1060,M,55,NR,41.02575,-73.56601,HS,100k-200k,Protestant,R,RFree,NS
1061,Voter 1061,F,56,NR,41.03252,-73.58392,Bachelor,100k-200k,Protestant,R,NR,NR
1062,Voter 1062,M,57,NR,41.07385,-73.59363,Bachelor,100k-200k,Catholic,R,NR,NS
1063,Voter 1063,F,57,NR,41.02771,-73.56318,Bachelor,100k-200k,Protestant,D,NR,NS
1064,Voter 1064,F,57,NR,41.02024,-73.64183,Bachelor,100k-200k,Protestant,R,NR,NS
1065,Voter 1065,F,58,NR,41.01841,-73.65582,Bachelor,100k-200k,Protestant,R,RFree,NS
1066,Voter 1066,F,59,D,41.03446,-73.57967,Bachelor,200k-300k,Protestant,R,NR,NR
1067,Voter 1067,M,60,NR,41.03304,-73.62618,Bachelor,100k-200k,Protestant,R,NR,NS
1068,Voter 1068,F,62,NR,41.03672,-73.61841,NR,100k-200k,Protestant,R,Environment,NR
1069,Voter 1069,M,63,NR,41.02549,-73.56641,Bachelor,100k-200k,Protestant,R,NR,NR
1070,Voter 1070,M,64,NR,41.02298,-73.62089,Bachelor,100k-200k,Protestant,R,NR,NR
1071,Voter 1071,M,73,NR,41.02944,-73.60745,Bachelor,100k-200k,Protestant,D,NR,NS
1072,Voter 1072,M,77,NR,41.02141,-73.63933,HS,100k-200k,Catholic,D,NR,NS
1073,Voter 1073,M,78,NR,41.02671,-73.62256,Bachelor,100k-200k,Protestant,R,NR,NS
1074,Voter 1074,M,87,NR,41.08865,-73.71461,Bachelor,100k-200k,Catholic,D,NR,NS
1075,Voter 1075,F,91,NR,41.06415,-73.59409,Bachelor,100k-200k,Protestant,R,Environment,NS
1076,Voter 1076,F,95,NR,41.02404,-73.56033,Some College,200k-300k,Protestant,R,RFree,NR
1077,Voter 1077,F,97,NR,41.07375,-73.60255,Bachelor,100k-200k,Protestant,R,Environment,NS
1078,Voter 1078,M,98,NR,41.03983,-73.58814,NR,100k-200k,Protestant,D,NR,NR
1079,Voter 1079,F,99,NR,41.03873,-73.60336,NR,100k-200k,Protestant,R,NR,NS
1080,Voter 1080,F,18,NR,41.04261,-73.59285,Bachelor,100k-200k,Catholic,D,Womens,Signed
1081,Voter 1081,M,32,NR,41.06564,-73.60611,Bachelor,100k-200k,Protestant,R,NR,NS
1082,Voter 1082,M,34,NR,41.09118,-73.67751,Bachelor,100k-200k,Catholic,R,NR,NR
1083,Voter 1083,F,36,NR,41.05455,-73.60411,Bachelor,100k-200k,Protestant,R,Parents,NS
1084,Voter 1084,F,37,NR,41.02639,-73.56361,Bachelor,100k-200k,Catholic,R,NR,NR
1085,Voter 1085,F,37,NR,41.02518,-73.65135,Bachelor,100k-200k,Catholic,R,Education,NS
1086,Voter 1086,M,37,NR,41.06671,-73.58203,Bachelor,100k-200k,Protestant,D,NR,NS
1087,Voter 1087,M,39,NR,41.02702,-73.56523,Bachelor,100k-200k,Catholic,R,NR,NS
1088,Voter 1088,M,39,NR,41.03532,-73.56373,Bachelor,100k-200k,Protestant,R,NR,NS
1089,Voter 1089,F,39,NR,41.00235,-73.65003,Bachelor,100k-200k,Catholic,R,NR,Signed
1090,Voter 1090,F,40,NR,41.02519,-73.61774,NR,100k-200k,Catholic,R,NR,NS
1091,Voter 1091,M,42,NR,41.01951,-73.55798,Bachelor,200k-300k,NR,D,Economy,NS
1092,Voter 1092,F,45,NR,41.09367,-73.62443,Bachelor,100k-200k,Protestant,R,NR,NS
1093,Voter 1093,M,46,NR,41.03156,-73.66519,Bachelor,100k-200k,Protestant,R,NR,Signed
1094,Voter 1094,M,47,NR,41.04936,-73.58406,Bachelor,100k-200k,Catholic,R,NR,NR
1095,Voter 1095,M,47,NR,41.05382,-73.61966,Bachelor,100k-200k,Catholic,R,NR,NR
1096,Voter 1096,F,47,NR,41.06036,-73.58173,Bachelor,200k-300k,Catholic,R,Environment,Signed
1097,Voter 1097,F,49,NR,41.01235,-73.62217,Bachelor,100k-200k,Protestant,R,NR,NS
1098,Voter 1098,F,51,NR,41.03506,-73.64546,Bachelor,100k-200k,Catholic,R,Environment,NS
1099,Voter 1099,F,51,NR,41.03522,-73.61769,Bachelor,100k-200k,NR,R,NR,NS
1100,Voter 1100,F,53,NR,41.11135,-73.63115,Bachelor,100k-200k,Catholic,R,NR,NS
1101,Voter 1101,F,54,NR,41.03836,-73.62924,Bachelor,200k-300k,Catholic,D,NR,NS
1102,Voter 1102,F,54,NR,41.03429,-73.62603,Bachelor,100k-200k,Catholic,R,Education,NS
1103,Voter 1103,M,54,NR,41.06271,-73.63043,Bachelor,100k-200k,Catholic,R,NR,NS
1104,Voter 1104,F,54,NR,41.11006,-73.61016,Bachelor,100k-200k,Protestant,R,NR,NS
1105,Voter 1105,M,55,NR,41.03532,-73.56373,Bachelor,100k-200k,Catholic,D,NR,NR
1106,Voter 1106,M,55,NR,41.02705,-73.57197,NR,200k-300k,Catholic,R,NR,NS
1107,Voter 1107,F,55,NR,41.02063,-73.63773,Bachelor,100k-200k,Catholic,D,Education,Signed
1108,Voter 1108,F,57,NR,41.04891,-73.60407,Bachelor,100k-200k,Catholic,R,NR,NR
1109,Voter 1109,F,57,NR,41.03693,-73.62959,Bachelor,100k-200k,Catholic,R,NR,NR
1110,Voter 1110,M,57,NR,41.05154,-73.61614,Bachelor,100k-200k,None,D,Womens,NS
1111,Voter 1111,M,61,NR,41.02581,-73.56575,Bachelor,200k-300k,Catholic,R,NR,NR
1112,Voter 1112,F,61,NR,41.03436,-73.59608,Bachelor,100k-200k,Catholic,R,NR,NR
1113,Voter 1113,M,62,NR,41.08084,-73.60156,Some College,100k-200k,Catholic,R,NR,NS
1114,Voter 1114,F,63,NR,41.10768,-73.65662,Bachelor,100k-200k,Protestant,R,NR,NR
1115,Voter 1115,M,65,NR,41.02816,-73.62948,Bachelor,100k-200k,Catholic,R,NR,NS
1116,Voter 1116,M,65,NR,41.01827,-73.56203,Bachelor,100k-200k,Protestant,R,NR,NS
1117,Voter 1117,M,66,NR,41.02476,-73.61689,Bachelor,100k-200k,Catholic,R,NR,NR
1118,Voter 1118,F,67,NR,41.07937,-73.66213,Bachelor,100k-200k,Catholic,R,Environment,NS
1119,Voter 1119,M,68,NR,41.11675,-73.67065,Bachelor,100k-200k,Catholic,D,NR,NR
1120,Voter 1120,M,69,NR,41.08225,-73.65494,Bachelor,100k-200k,Protestant,R,NR,NS
1121,Voter 1121,M,71,NR,41.03753,-73.57665,NR,100k-200k,Catholic,R,NR,NS
1122,Voter 1122,F,72,NR,41.00559,-73.63517,Bachelor,100k-200k,Catholic,R,NR,NS
1123,Voter 1123,F,75,NR,41.01871,-73.56215,Bachelor,100k-200k,Catholic,R,NR,NS
1124,Voter 1124,F,77,NR,41.03866,-73.57996,Bachelor,100k-200k,Catholic,R,NR,NS
1125,Voter 1125,M,84,NR,41.03671,-73.63263,Bachelor,100k-200k,Protestant,R,Parents,NS
1126,Voter 1126,F,85,NR,41.02624,-73.63609,Bachelor,200k-300k,Catholic,D,Environment,Signed
1127,Voter 1127,M,87,NR,41.02904,-73.57925,HS,100k-200k,Catholic,R,NR,NS
1128,Voter 1128,M,87,D,41.03025,-73.65377,Bachelor,100k-200k,Catholic,R,Education,NS
1129,Voter 1129,F,94,NR,41.03405,-73.62698,Bachelor,100k-200k,Catholic,R,NR,NS
1130,Voter 1130,M,99,NR,41.04004,-73.60314,NR,100k-200k,Catholic,R,NR,NS
1131,Voter 1131,F,102,NR,41.03532,-73.56373,HS,200k-300k,Protestant,R,RFree,NS
1132,Voter 1132,M,106,NR,41.04706,-73.56966,Some College,100k-200k,Protestant,R,NR,NS
1133,Voter 1133,F,32,NR,41.00559,-73.63517,Bachelor,100k-200k,Catholic,D,NR,NS
1134,Voter 1134,M,32,NR,41.04212,-73.60579,Bachelor,100k-200k,Catholic,R,NR,NR
1135,Voter 1135,M,33,NR,41.07463,-73.64526,Bachelor,100k-200k,Catholic,R,NR,NR
1136,Voter 1136,F,35,NR,41.08781,-73.67915,Bachelor,200k-300k,Catholic,R,NR,NS
1137,Voter 1137,M,35,NR,41.05465,-73.58653,HS,100k-200k,None,R,NR,NS
1138,Voter 1138,M,35,NR,41.04596,-73.61066,Bachelor,100k-200k,Catholic,D,Womens,Signed
1139,Voter 1139,F,36,NR,41.03568,-73.56607,HS,100k-200k,Catholic,D,NR,NS
1140,Voter 1140,M,36,NR,41.02352,-73.62083,Some College,100k-200k,Catholic,R,NR,NR
1141,Voter 1141,M,36,NR,41.04321,-73.56752,Bachelor,200k-300k,Catholic,R,NR,NR
1142,Voter 1142,F,36,NR,41.02774,-73.57617,Bachelor,100k-200k,NR,R,NR,NS
1143,Voter 1143,M,37,NR,41.03443,-73.57216,Bachelor,100k-200k,Catholic,R,NR,NR
1144,Voter 1144,F,37,NR,41.02308,-73.55592,Bachelor,100k-200k,Catholic,R,NR,NR
1145,Voter 1145,M,38,NR,41.04805,-73.56711,Bachelor,100k-200k,Catholic,D,NR,NS
1146,Voter 1146,M,39,NR,41.04384,-73.59091,Bachelor,200k-300k,Catholic,R,Environment,NR
1147,Voter 1147,F,40,NR,41.02583,-73.66094,Bachelor,100k-200k,Catholic,R,Education,Signed
1148,Voter 1148,M,42,NR,41.01789,-73.63809,Bachelor,100k-200k,Catholic,R,NR,NR
1149,Voter 1149,M,45,NR,41.03569,-73.57524,Bachelor,100k-200k,Catholic,D,NR,NS
1150,Voter 1150,F,46,NR,41.03744,-73.57725,Bachelor,100k-200k,Catholic,R,NR,NS
1151,Voter 1151,M,48,NR,41.06682,-73.65343,Bachelor,200k-300k,Catholic,R,Education,NS
1152,Voter 1152,F,51,NR,41.06768,-73.67962,Bachelor,100k-200k,Catholic,R,NR,NS
1153,Voter 1153,F,53,NR,41.06281,-73.63504,Bachelor,100k-200k,Catholic,R,NR,NS
1154,Voter 1154,M,53,NR,41.03526,-73.62891,Bachelor,100k-200k,Catholic,R,Economy,NR
1155,Voter 1155,F,53,NR,41.05322,-73.63014,Bachelor,100k-200k,Protestant,D,NR,NR
1156,Voter 1156,M,57,NR,41.01306,-73.62212,Bachelor,200k-300k,NR,R,NR,NS
1157,Voter 1157,M,58,NR,41.05028,-73.58734,Bachelor,100k-200k,Catholic,R,NR,NS
1158,Voter 1158,F,58,NR,41.02802,-73.58365,Bachelor,100k-200k,Catholic,D,Environment,Signed
1159,Voter 1159,F,60,NR,41.06163,-73.58089,Bachelor,100k-200k,Catholic,R,NR,NR
1160,Voter 1160,M,60,NR,41.11373,-73.67742,Bachelor,100k-200k,Catholic,R,NR,NR
1161,Voter 1161,M,60,NR,41.03564,-73.66393,Bachelor,200k-300k,Catholic,R,NR,NS
1162,Voter 1162,F,61,NR,41.03008,-73.57484,Bachelor,100k-200k,Catholic,R,NR,NR
1163,Voter 1163,M,64,NR,41.06077,-73.57924,Bachelor,100k-200k,NR,R,NR,NS
1164,Voter 1164,F,65,NR,41.08756,-73.67657,HS,100k-200k,NR,R,NR,NS
1165,Voter 1165,F,65,NR,41.03532,-73.56373,Bachelor,100k-200k,Catholic,D,Environment,Signed
1166,Voter 1166,F,66,NR,41.03219,-73.61466,Bachelor,200k-300k,Protestant,D,RFree,NS
1167,Voter 1167,F,69,NR,41.03586,-73.61585,Bachelor,100k-200k,Catholic,R,NR,NS
1168,Voter 1168,F,69,NR,41.04786,-73.62989,Bachelor,100k-200k,Catholic,R,NR,NS
1169,Voter 1169,M,69,NR,41.03079,-73.66448,Bachelor,100k-200k,Catholic,R,NR,NR
1170,Voter 1170,M,74,D,41.03381,-73.62151,Bachelor,100k-200k,Catholic,R,NR,NR
1171,Voter 1171,F,75,NR,41.07311,-73.63115,Bachelor,200k-300k,Catholic,R,NR,NR
